,"x","y","label"
0,4.542369657151471,1.2399854227432185,0.0
1,3.362025760698568,3.0058067805181112,0.0
2,2.015591847312855,2.2489250096818596,0.0
3,2.4644526583517896,0.7832807288988166,0.0
4,3.751106079108255,1.0875309233579513,0.0
5,4.439660199724555,2.2919236947211035,0.0
6,2.1057195416775114,2.2993829416412925,0.0
7,3.5999327080893058,2.4202745529633183,0.0
8,3.1317190768142087,0.56215687955316,0.0
9,2.142100737441652,2.7165226328605745,0.0
10,3.147334774021332,3.5880874735786494,0.0
11,2.631118360808176,3.5432888743731543,0.0
12,3.930877772614421,3.4464059213360274,0.0
13,4.53750426375347,1.7416813301998626,0.0
14,2.7162818772432735,0.8400393806261384,0.0
15,4.246176588841956,2.5507423651200587,0.0
16,2.7494334890255265,2.2486852687281567,0.0
17,3.2871308546094413,1.7003580148648068,0.0
18,2.2412358718928447,3.2832474847059188,0.0
19,2.2853678250149,2.91309662642769,0.0
20,0.6431806398037252,2.992814667550846,0.0
21,2.1979997913071276,3.105829373822235,0.0
22,4.486870911656422,1.8979684196638735,0.0
23,2.719119274967367,1.3488775847126506,0.0
24,5.71492502643814,1.1201621999069558,0.0
25,4.264710139461935,1.9347223502070627,0.0
26,3.6611025587350454,0.990140442937772,0.0
27,3.479734323758524,1.698849497635734,0.0
28,1.533577147020135,1.3558173845991601,0.0
29,3.1003535660448702,2.779743001837615,0.0
30,2.008407556343184,0.31140714154463023,0.0
31,2.7323139380688817,1.1973448409517864,0.0
32,3.493711674998284,2.549501773645792,0.0
33,3.134977423464514,1.2661730783552787,0.0
34,3.4527255628040656,1.994200372406181,0.0
35,4.408893601029776,2.7963707124222896,0.0
36,1.5610288802516705,3.036055024841387,0.0
37,2.622134008702415,1.9261879364228571,0.0
38,3.2416058002252695,3.220021332353732,0.0
39,2.3124696988781075,0.3107049451295072,0.0
40,1.8311689021978896,3.1327352294813937,0.0
41,0.8184132458447659,0.018074732806272253,0.0
42,1.620303569316591,0.6721408621087281,0.0
43,3.5236978910051127,2.8475834467364405,0.0
44,1.8976123599974242,2.5649977761902822,0.0
45,4.071393385886309,3.35507471156043,0.0
46,3.091821736862719,1.5024922569732662,0.0
