10	3.13
20	3.63
30	4.17
40	4.61
50	4.88
60	5.14
70	5.07
80	5.32
90	5.58
100	5.85
110	5.83
120	5.78
130	5.95
140	6.21
150	6.13
160	6.23
170	6.31
180	6.43
190	6.63
200	6.79
210	6.65
220	6.66
230	6.8
240	6.75
250	6.67
260	6.88
270	6.97
280	7.07
290	7.08
300	6.96
310	7.09
320	7.12
330	7.13
340	7.13
350	7.19
360	7.52
370	7.18
380	7.11
390	7.26
400	7.6
410	7.55
420	7.24
430	7.6
440	7.54
450	7.15
460	7.57
470	7.6
480	7.38
490	7.73
500	7.76
510	7.36
520	7.89
530	7.75
540	7.61
550	7.84
560	7.96
570	7.74
580	7.91
590	7.65
600	7.87
610	7.83
620	7.81
630	8.18
640	7.68
650	7.83
660	7.88
670	7.79
680	8.39
690	7.63
700	7.8
710	7.85
720	7.73
730	7.62
740	7.74
750	8.23
760	7.94
770	7.98
780	8
790	8.31
800	7.92
810	7.91
820	8
830	8.01
840	7.93
850	8.08
860	8.44
870	7.88
880	7.74
890	8.22
900	8.35
910	8.07
920	8.29
930	8.45
940	8.1
950	8.28
960	8.27
970	8.09
980	8.13
990	8.27
1000	8.22
